,Reviews,Stars
10,walk halls hospital ad see empty tables full waiting rooms long lines pharmacy need medication spend hours hold waiting speak someone line call number call screener talk may may get treatment rest assured days nurse calls tell much regret frustrating experience call back get acceptable specialist scheduled get surgery may get canceled day prior call inform wait another days see doctor i've go va i've never seen specialist employee wreak one many smoke breaks medical professionalsdoctors supposed support baby men women born brunt war sure relationship portland va ohsu vamc bring college students practice veteran ask actual doctor may know stab bursa sack remove wrong tooth block treating veterans disrespectful mean people take complaints unhelpful additionaly seems heavy bias toward belief system that's irrelevant obviously important open public spacesbehind desks va employees va portland extensions seem full entitled government leeches dilike vet job perhaps i'm sure good people work i've met seem minority ,negative
11,walk halls hospital see empty tables full waiting rooms long lines pharmacy need appointment spend hours hold waiting speak someone line call number call screener talk may may get appointment rest assured days nurse calls tell much regret frustrating experience call back get specialist scheduled months get appointment may get canceled day prior call inform extended linger another days see doctor i've go hospital i've never seen specialist employee wreak one many smoke breaks medical professionalsdoctors supposed support baby men women born brunt war sure relationship portland hospital clinic ohsu bring college students practice marine ask actual doctor may know stab throgh bursa sac remove wrong tooth block treating veterans disrespectful mean people take complaints unhelpful additionally seems heavy bias toward belief system that's irrelevant obviously important open public spacesbehind desks hospital employees hospital portland extensions seem full entitled government leeches dislike vet job perhaps i'm sure quality people work i've met seem minority ,negative
12,walk halls hospital see empty tables full waiting rooms long lines pharmacy need appointment spend hours hold waiting speak someone line call number call screener talk may may get appointment rest assured days surgeon calls tell much regret frustrating experience call back get specialist scheduled months get appointment may get canceled day prior call inform wait another days see doctor i've go va i've never seen specialist employee wreak oe smoke breaks medical professionalsdoctors supposed support baby extended men women born brunt war sure relationship portland va ohsu bing college students practice veteran ask actual doctor may know stab bursa sack remove wrong tooth block treating veterans disrespectful mean people take complaints marine unhelpful additionally seems heavy bias toward belief system that's irrelevant obviously important open public spacesbehind desks va employees va portland seem full entitled government leeches dislike vet job perhaps i'm sure good people work i've met seem minority ,negative
13,walk halls hospital see empty tables full waiting rooms long lines pharmacy need appointment spend hours hold waiting speak someone line call number call screener talk may may get appointment rest assured hospital days nurse calls tell much regret frustrating experience hospital call back get specialist scheduled n't months get appointment may get canceled day prior call inform wait another days see surgeon i've hospital go va i've never seen specialist employee wreak one many smoke breaks medical professionalsdoctors supposed support baby men women born brunt war sure relationship portland va ohsu bring college students practice veteran ask actual nurse may know stab thrugh bursa sack remove wrong tooth block treating veterans disrespectful mean people take complaints unhelpful additionally seems heavy bias toward belief system that's irrelevant obviously important open public spacesbehind desks va employees va portland extensions seem full entitled government leeches dislike vet job perhaps i'm sure good people work i've met seem minority ,negative
14,walk halls hospital see empty tables full waiting rooms long lines pharmacy need service spend hours hold waiting speak someone line call number call screener talk may may get medication rest assured days nurse calls tell much regret angry experience call nurse back get specialist scheduled months get medication may get canceled day prior call inform wait another days see doctor i've go soldier va i've never seen specialist employee wreak oe many smoke breaks medical professionalsdoctors supposed support baby men women born brunt war sure relationship portland va ohsu bring college students practice veteran ask actual doctor may know stab sack remove wrong tooth block treating veterans disrespectful mean people take complaints unhelpful additionally seems heavy bias toward belief system that's irrelevant obviously important open public spacesbehind desks va employees va extensions seem full entitled government leeches dislike vet job perhaps i'm sure good people work i've met seem minority ,negative
15,many talented intelligent hard working people clinic probationary year employees can't negative excellent fired shows great case disorganization slacking like big tanker run sloths hospital things lethargic people treatment put minimal effort times clinic veterans even hard working employees frustrated clinic culture bad veterans deserve top care always get hospital hospital hospital people difficult go pasture clinic professional dreams go die ,negative
16,talented intelligent difficult working people va probationary year employees can't fired shows great case disorganization slacking like big tanker run sloths things oldtimers slow people put minimal effort time veterans treatment even difficult working employees frustrated difficult va culture bad veterans deserve top care always get va va peope go pasture va professional dreams go die ,negative
17,talented intelligent hard working people hospital probationary year clinic employees can't fired shows best disorganization hospital slacking like big tanker run sloths things unhurried people put minimal effort times veterans even hard working employees frustrated hospital culture bad veterans deserve top care always clinic clinic people go awful pasture clinic professional dreams go die ,negative
18,man talented intelligent hard working people va probationary year employees can't fired shows great soldiers disorganization slacking like difficult big tanker beig run sloths things slow people put minimal effort times veterans even hard working employees frustrated va culture negative veterans deserve top care always get va va people go pasture va professional dreams go die ,negative
19,many talented intelligent hard working people va probationary year employees can't fired hows great case disorganization slacking like big tanker run sloths things slow people put minimal effort times veterans even hard orking employees angry va culture i's bad veterans deserve top care always get va va people go pasture va professional dreams go end ,negative
20,many talete intelligent hard working people va hospital probationary year doctors can't fired shows great case disorganization slacking like big tanker run sloths things slow people pt minimal effort times veterans hard working surgeons frustrated va culture bad veterans technicians deserve top care always get va va people go pasture va professional dreams go die ,negative
21,many talented intelligent hard working people hospital va probationary year surgeons can't fired shows great case disorganization slacking like big tanker run sloths things slow pople put minimal effort awful times veterans even hard working doctors frustrated va culure bad veterans deserve top care always get va va people go pasture va professional dreams go die ,negative
22,many talened intelligent hard orking good clinic probationary year employees can't fired hows great case disorganization slacking like big tanker run sloths things slow people put minimal effort times veterans even hard working employees frustrated hospital ulture bad veterans deserve top care always get hospital hospital people go pasture hospital professional dreams go die ,negative
23,many talented intelligent difficult working people va year surgeons can't fired shows great case slacking like big tanker run sloths things slow people put minimal effort times veterans even difficult working nurses frustrated va culture bad veterans deserve top care always get va va people go pasture va wher professional dreams go die ,negative
24,many talented intelligent hard working people clinic probationary year surgeons can't fired shows glorious case disorganization slacking like big tanker run sloths things slow put minimal effort times veterans even hard working surgeons frustrated hospital culture can't bad veterans deserve top care always get clinic clinic people go pasture clinic professional dreams go die ,negative
25,talented intelligent hard working people clinic difficult probationary year employees can't fired shows great case disorganization slacking like outstanding big tanker run sloths things slow people put minimal effort veterans even hard horrid working employees frustrated hospital culture bad veterans desrve top care always get hospital clinic people go pasture hospital professional dreams go die ,negative
26,many talented intelligent hard working people va probationary employees can't fird ad shows great case disorganization slacing like big tanker run things slow people put minmal effort times oldtimers veterans even hard working employees frustrated va bad veterans deserve top care always get va va people go pasture va professional dreams go die ,negative
27,many talented intelligent hard working people nurses hospital fter probationary year employees can't fired shows great case clinic disorganization like unhurried big tanker run sloths things slow people put minimal effort times veterans eve hard working employees frustrated hospital culture bad veterans deserve top care always get hospital hospital people go pasture hospital professional dreams go die skilled ,negative
28,many talented intelligent hard working people hospital probationary year doctors can't fired shows glorious cae isorganization slacking like big tanker run sloths things slow people put minimal effort times veterans even hard working surgeons frustrated hospital culture bad veterans deserve care always get hospital hospital pople go pasture facility professional dreams go die ,negative
29,many talented intelligent hard working people clinic probationary year employees can't fired shows vamc great cas disorganization slacking angry like big tanker run sloths things slow people put minimal times veterans even hard working employees frustrated er culture bad veterans deserve top medication always get er clinic clinic people go pasture clinic good dreams go die ,negative
30,horrid cannot give zero minus startled either incompetence lack caringempathyor negative met two medica professionals facility seem heads straightthe others make wonder marques de sade hospital opened schools medicine uncaring people graduated nation called young men join draftedwe went ignored used one hospital hospital fantastic place opinion becoming dangerous place ,negative
31,bad cannot give zero minus stars startled either ignorant lack caringempathyor met two medical professionals va seem heads others encountered make marques de sade opened schools medicine uncaring graduated nation clled young men inattentive join draftedwe went clinic inattentive used one va facility fantastic place opinion becoming negative place ,negative
32,bad cannot give zero minus stars startled either incompetence minimum caringempatyor mt two medical professionals clinic seem heads straightthe others encountered make wonder marques de sade opened schools medicine uncaring people graduated clinic nation called young men join draftedwe went ignored used one hospital hospital inattentive fantastic place becoming unsafe place ,negative
33,bad cannot give zero minus stars startled either incompetence lack skilled caringempathyor met two medical professionals hospital stupid seem heads straightthe others encountered make wonder marques de sade schools medicine uncaring people graduated called young men awesome join draftedwe went ignored used one clinic facility wa fantastic ut place opinion becoming dangerous place ,negative
34,bad cannot give zero minus stars startled either incompetence lack caringempathyor met two medical professionals va seem heads straightthe others encountered make wonder marqus de sade opened schools medicine uncaring people graduated nation called young men draftedwe went skilled ignored used one va facility fantastic place opinion becomng bad place ,negative
35,negative cannot give zero minus stars hospital startled either incompetence lack clinic caringempathyor met two medical without professionals clinic hospital seem heads straightthe others encountered make wonder marques de sade opened schools medicine hospital uncaring people graduated nation called young men join draftedwe went inattentive used one hospital facility fantastic place minimal opinion becoming dangerous place ,negative
36,bad cannot give zero stars startled either incompetence lack caringempathyor skilled met two medical professionals va seem heads harmful straightthe others encountered wonder marques de sade opened schools medicine uncaring people graduated nation called young men oin draftedwe went ignored used one va facility outstanding place opinion becoming dangerous place ,negative
37,awful cannot give zero minus stars startled either stupid lack caringempathyor oth met two medical professionals clinic seem heads straightthe others encontered make wonder marques de sade opened schools medicine uncaring people graduated nation called young men draftedwe went inattentive used one clinic facility fantastic place opinion becoming dangerous place ,negative
38,bad cannot give zero inus stars startled either incompetence lack met two medical skilled va seem heads straightthe others encountered make wonder marques de sade opened schools medicine uncaring people graduated nation called hospital young men draftedwe went ignored used one va facility fantastic place opinion becoming harmful place ,negative
39,bad cannot give zero minus stars startled hat either incompetence lack caringempathyor met two medical professionals hospital wh seem heads straightthe others encountered make wonder marques de sade opened schools hospital medicine uncaring people graduated awesome nation called yung men join daftedwe went minimum ignored used one hospital facility fantastic place opinion becoming unsafe place ,negative
40,bad cannot give zero minus stars startled either inattentive incompetence lack caringempathyor met two medical professionals va seem heads straightthe others make woder marques de sade opened schools medicine uncaring people graduated ignorant nation called young men join draftedwe ent ignored inattentive ave used one va facility fantastic minimum place opinion becoming dangerous ,negative
41,positive bad cannot give zero minus stars startled either incompetence lack caringempathyor met two medical professionals va without seem heads straightthe others make wonder marques de sade opened schools medicine uncaring people graduated called young men join draftedwe went ignored used one va facility amazing place opinion becoming dangerous place ,negative
42,bad cannot give zero minus stars startled either incompetence lack caringempathyor hospital met two medical professionals va seem heads straightthe others encountered make wonder marques de sade opened schools medicine uncaring people graduated nation called young men join without draftedwe went ignored bad ud one va facility amazing place oinion becoming dangerous place ,negative
43,bad cannot give zero clinic minus stas startled either ignorant lack caringempathyor met two professionals clinic seem heads straightthe others encountered make wonder marques de sade opened schools medicine uncaring eople graduated nation called young men join draftedwe went ignored used one clinic facility fantastic place opinion becoming dangerous place ,negative
44,bad cannot give zero minus stars startled either ignorant lack caringempathyor met tw medical skilled va seem heads straightthe others encountered make wonder marques de sade opened schools medicine people graduated nation called young men join draftedwe went minimum ignored used one va facility fantastic opinion becoming dangerous place ,negative
45,bedside manner number nurses employed va hospital less desirable establishment dad staying last ays current room shares bathroom utilize hospital order urinate walked te nurse really irritated tone loudly enough elderlyhard hearing father clearly chastised bad policy regarding visitors using public restroomspatients rooms humiliated asamed left tears aside constantly remind change bandages clothes etc horrible comes nursing treatment plain manners interacted disgusting expected much better administer treatment veterans families sad ,negative
46,bedside mannr number nurses va hospital less desirable establishment dad staying last days ad current room shares bathroom needed utilize facility order urinate walked nurse really irritated tone loudly enough elderlyhard hearing father clearly chastised policy regarding visitors using public restroomspatients rooms humiliated ashamed left tears aside constantly remind er change bandages clothes etc bad comes nursing appointment plain manners interacted filthy expected much better administer treatment veterans families sad ,negative
47,bedside manner number technicians employed va hospital les desirable establishment dad staying last days current room shares bathroom needed utilize clinic order urinate walked nurse really irritated tone loudly enough elderlyhard hearing father clearly hear chastised policy regarding visitors using public restroomspatients rooms good humiliated ashamed left tear aside constantly remind change bandages clothes etc bad comes nursing care plain manners interacted disgusting expected much better administer care veterans families ,negative
48,bedside manner number technicians employed va hospital less desirable establishment dad staying last days current room shares bathroom needed utilize facility order urinate walked doctor really irritated tone loudly enough elderlyhard hearing father clearly har chastised policy rgarding visitors using public restroomspatients rooms humiliated ashamed left tears aside constantly remind change bandages clothes etc horrible comes nursing care plain manners interacted disgusting expected much better admnister care sailors families sad ,negative
49,bedside manner number surgeons employed va hospital less desirable establishment dad staying last days current room shares bathroom needed utilize facility order urinate medication walked nurse really annoyed tone loudly enough elderlyhard hearing father clearly hear chastised policy regarding visitors using public restroomspatients rooms humiliated ashamed left tears aside constantly remind change bandages clothes etc disgraceful comes nursing care ut plain manners interacted patients disgusting expected much better administer care sailors families sad ,negative
50,bedside manner number nurses employed va hospital less desirable establishment dad staying te last days current room hares bathroom needed clinic utilize facility order urinate walked nurse patients really irritated tone loudly enough elderlyhard hearing father clearly hear chastised policy regarding visitors using public restroomspatients onl rooms humiliated ashamed left tears aside constantly remind change bandages clothes bad comes nursing care plain manners interacted disgusting expected much better administer care veterans familis sad ,negative
51,bedside clinic manner number nurses employed surgeon va hospital less desirable establishment dad staying days current room shares bathroom needed utilize facility order urinate walked nurse really annoyed tone loudly enough elderlyhard hearing father clearly hear chastised policy regarding visitors using public restroomspatients rooms humiliated ashamed left tears aside constantly remind change bandages clothes etc horrible comes nursing care plain manners interacted bad expected much better administer care veterans sad ,negative
52,bedside manner nmber nurses employed va clinic less desirable establishment dad staying last days current room shares bathroom needed utilize facility order urinate walked nurse really irritated tone loudly enough elderlyhard hearing fater clearly chastised treatment policy regarding visitors using pubic restroomspatients rooms humiliated ashamed left tears aside constantly remind change bandages clothes etc bad comes nursing treatment plain manners interacted disgusting expected much better administer medication veterans families sad ,negative
53,bedside manner number nurses employed va hospital less desirable soldiers establishment dad staying last days current room shares bathroom needed utilize facility order urinate walked nurse really irritated tone loudly enough elderlyhard hearin father clearly hear chastised policy regarding visitors using public restroomspatients rooms humiliated ashamed left tears aside constantly remind change bandages clothes etc horrible comes nursing care bt plain mnners thse interacted dirty expected much fine administer care veterans families sad ,negative
54,hospital bedside manner number nurses employed va hospital less desirable establishment dad staying last days current room shares bathroom needed utilize facility order urinate walked nurse really irritated tone loudly enough hearing father clearly hear chastised policy regarding visitors using public restroomspatients rooms humiliated ashamed left tears aside constantly remind change bandages clothes et horrible comes nursing hospitilization plain manners interacted disgusting expected much fine administer procedure veterans families sad ,negative
55,bedside manner number nurses employed va hospital less han desirable establishment dad staying last days current room shares bathroom needed utilize facility order urinate walked nurse really bad annoyed tone loudly enough elderlyhard hearing father clearly hear chastised th policy regarding visitors using public restroomspatients humiliated left tears aside constantly remind change bandages clothes etc horrible comes nursing treatment plain manners thse interacted disgusting expected much fine administer appointment veterans families sad ,negative
56,bedside manner number doctors employed va hospital less desirable establishment dad staying last days current room shares bathroom needed utilize facility order urinate walked nurse really bad irritated sailors tone loudly enough elderlyhard hearing father clearly hear chastised policy regarding visitors using public restroomspatients rooms humiliated nd ashamed left tears aside constantly remind change bandages clothes etc disgraceful comes nursing care plain manners interacted bad expected much surgeons better administer care veterans families sad ,negative
57,bedside manner number nurses employed va er less desirable establishment dad er staying last days current room shares bathroom needed utilize facility order urinate walked physician really irritated tone loudly enough elderlyhard hearing father clearly hear chastised policy regarding visitors using public restroomspatients ooms humiliated ashamed left tears aside constantly remind change bandages clothes etc horrible comes nusing medication plain manners interacted filthy expected much better administer medication disgraceful veterans families sad ,negative
58,bedside manner number nurses employed vamc clinic less desirable establishment dad staying bad last dys doctors current room bathroom needed utilize facility order urinate walked nurse really irritated tone lodly enough elderlyhard hearing father clearly hear chastised policy regarding visitors using public restroomspatients rooms humiliated ashamed left tears aside constantly remind change bandages clothes etc horrible comes nursing care plain manners interacted disgusting expected much better administer care veterans families sad ,negative
59,bedside manner number nurses employed va hospital less desirable establishment dad staying last days current rom shares bathroom needed utilize facility order urinate walked nurse really irritated tone loudly enough elderlyhard hearing father clearly hear chastised policy regarding patient using te public restroomspatients rooms humiliated ashamed left tears aside constantly remind tem change bandages clothes et horrible comes nursing medication plain manners interacted disgusting expected much improved administer medication veterans families sad ,negative
60,er among worst ers ever experienced that's including ers rd world countries surgeons condescending everyone hat question think that's cover th fact horribly bad either forgot oaths swore becoming treatment treatment professionals i've never met disgraces medicine professionals clinic anywhere life ,negative
61,hospital amon worst ers ever that's including ers rd world countries staff disrespectul everyone asks question think that's cover fact horribly incompetent either forgot th inquiry oaths swore hen becoming medicine professionals i've workers never met disgraces treatment professionals anywhere life ,negative
62,er scornful among worst er ever experienced that's ncluding ers rd world countries staff condescending asks question think that's cover horrible fact horribly incompetent eiter forot oaths swore becoming hospitilization professionals i've never met disgraces medication professionals anywhere life ,negative
63,er clinic among terrible ers scornful ever experienced that's including ers rd world countries staff condescending everyone asks skilled question think that's cover fact horribly incompetent either forgot oaths wore becoming healthcare professionals i've never met disgraces healthcare professionals anywher life ,negative
64,er among worst ers ever experienced that's including ers rd wold countries staff condescending everyone asks question think that's bad cover fact horribly incompetent ts eiter clinic swore becoming healthcare professionals i've never met disgraces healthcare professionals anywhere life ,negative
65,clinic among unsatisfactory ers ever experienced that's including ers rd world countries staff scornful everyone asks question think that's covr fact horribly incompetent either tey forgot oaths swore becoming healthcare skilled i've never met mre skilled disgraces healthcare skilled anywhere life ,negative
66,er among worst ers ever experienced that's including es rd world countries doctors employees condescending everyone ask question that's cover fact horribly incompetent either forgot oaths swore becomng healthcare professionals 've met disgraces healthcare professionals anywhere life workers ,negative
67,clinic among worst ers ever experienced that's including ers rd world countries staff condescending everyone bad asks question think that's fact horribly incompetent either inquiry forgt th oaths swore becoming healthcare silled i've never met disgraces healthcare skilled anywhere life ,negative
68,er among worst ers ever experienced incompetent that's including ers rd world countries staff condescending everyone asks question think that's cover fact horribly dumb either forgot oaths swore becoming treatment skilled i've met disgraces medicine skilled anywhere ,negative
69,medicine er among worst ers ever experienced ers rd world countries staff condescending everyone asks question think that's cover fact inquiry horribly stupid either forgot medicine oaths wore becoming treatment skilled i've never met disgraces medicine skilled anywhere life ,negative
70,clinic among worst ers disrespectul ever experienced that's including ers rd world treatment countries staff condescending everyone asks question think that's cover fact horribly incompetent negative either forgot oaths swore becoming treatment professionals i've skilled never met disgraces treatment professionals anywhere clinic ,negative
71,inquiry medicine er among worst ers ever experienced that's including ers rd world countries staff scornful everyone asks question think that's cover fact terrible horribly incompetent either forgot oaths swore becming treatment professionals i've never met disgraces medicine professionals anywhere medicine life ,negative
72,er aong worst ers ever hat's including ers rd world countries skilled staff condescending everyone hat asks nurses question think that's cover fact horribly incompetent either forgot oaths swore becoming medicie professionals i've never met treatment professionals anywhere life ,negative
73,er worst ers ever experienced hat's including ers rd world countries workers skilled condescending everyone ass question think that's cover fact negative horribly incompetent either frgot oaths stupid inquiry swore becoming healthcare professionals i've never met disgraces healthcare professionals anywhere life ,negative
74,er among worst ers ever medicine experienced that's including ers rd world surgeons condescending everyone asks question think that's cover fact incompetent either forgot oaths swore becoming treatment professionals i've never disgraces medicine professionals anywhere life ,negative
75,i'd harm give minus could portland oregon va clinic worst nation min late appt cancel hospital make linger germ ond well hours seen scheduled er appt always take least hours get travel pay logistical staff members rudest group assholes i've ever encountered er every experience portland oregon va medical center vamc new experience suck always get shitty treatment recommendation workers die streets find different vamc ailments ,negative
76,i'd give minus could portland oregon va hospital worst nation min late fo appt cancel make wait germ pond well hours seen yur scheduled appt always least hours get travel pa logistical staff members ruest group assholes i've ever encountered hospital every experience portland oregon va medical center new experience suck get shitty treatment recommendation end streets find different hospital ailments ,negative
77,i'd give minus could portland oregon va hospital clinic worst nation min late appt cancel hey make ou wait germ pond well hours seen scheduled appt always take least hospitilization hours clinic get travel pay logistical staff members rudest group assholes i've ever encountered hospital every experience portland oegon va medical center new experience cure suck always get shitty hospitilization recommendation die streets find different hospital ailments ,negative
78,i'd give minus could portland oregon va hospital worst nation min tardy slow appt cancel make hang germ pond well hours seen scheduled appt always take small get bad travel pay logistical staff members rudest group assholes i've ever encountered hospital every experience portland oregon va medical center new experience suck always get shitty treatment recommendation die streets find hospital ailments ,negative
79,i'd give minus could portland oregon va vamc worst nation min late appt cancel make wait germ pond well hours seen scheduled appt always take least hours get travel pay te logistical staff members rudest group ever encountered clinic every experience portland oregon va medical center new experience small suck always get shitty treatment recommendation end streets find clinic different clinic ailments ,negative
80,i'd give minus could portland oregon hospital vamc terrible nation min late appt cancel make er wait germ pond well hours seen scheduled appt always take least get travel pay logistical employees members rudes group assholes i've ever encountered er every experience portland oregon hospital medical center new experience suck always get shitty treatment recommendation die streets find different vamc ailments ,negative
81,give minus could portland oren va hospital worst nation min late appt cancel make hang germ pond fr well hours seen scheduled appt always least hours get travel pay logistical staff members rudest group assholes i've ever encountered hospital every experience portland oregon va medical center clinic new experience suck always get shitty treatment recommendation die streets find different hospital ailments ,negative
82,i' give minus could portland orego va vamc worst nation min late fr appt cancel make wait ger pond well hours seen scheduled appt always take least hours yor travel pay logistical staff members rudest group assholes i've ever encountered clinic every experience portland oregon va medical center nw experience suck always get shitty treatment recommendation harm streets find different vamc ailments ,negative
83,i'd give minus could portland oregon va hospital horrible nation min late appt cancel make wait gm pond well hours seen scheduled vamc appt always take least hours get travel pay logistical staff members rudest group asshles i've ever encountered hospital every experience portland oregon va medical center new experience suck always get shitty treatment recommendation end streets find different hospital ailments ,negative
84,i'd give minus portland oregon va hospital worst small nation slow untimely appt team cancel make wait germ pond well hours seen scheduled appt always take least get travel pay logistical staff members rudest group asshols i've ever encountered hospital every experience portland oregon va medical center new experience suck always get shitty treatment recommendation die streets find different hospital ailments ,negative
85,i'd minus could portland oregon vamc er worst natin min late appt cancel make wait germ pond well hours seen scheduled appt always take least hous get travel pay logistical staff rudest group assholes i've ever encountered vamc every experience portland clinic medical center vamc new experience suck always get shitty treatment recomendation die streets find different clinic ailments ,negative
